date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
11:01:37	1446874/1446874	---MCZ	200	added ('OK')	text/html	etag:W/%22e2267f26592c16160e30f4504549dc8e%22	https://www.eazygrad.com/refusals	C:/Users/123/Desktop/scnd/www.eazygrad.com/refusals.html	(from https://www.eazygrad.com/)
11:01:39	1076046/1076046	---MCZ	200	added ('OK')	text/html	etag:W/%224490b7452c92bd771b1a1bc9dcb2e4bd%22	https://www.eazygrad.com/ieltsprep	C:/Users/123/Desktop/scnd/www.eazygrad.com/ieltsprep.html	(from https://www.eazygrad.com/)
11:01:44	1537790/1537790	---MCZ	200	added ('OK')	text/html	date:Mon,%2009%20Dec%202024%2005:31:40%20GMT	https://www.eazygrad.com/services	C:/Users/123/Desktop/scnd/www.eazygrad.com/services.html	(from https://www.eazygrad.com/)
11:01:45	1479129/1479129	---MCZ	200	added ('OK')	text/html	etag:W/%221dab0e7e5a63151fcbecbd97ce317e67%22	https://www.eazygrad.com/about	C:/Users/123/Desktop/scnd/www.eazygrad.com/about.html	(from https://www.eazygrad.com/)
11:01:46	1584/1584	---M--	200	added ('OK')	image/png	date:Sat,%2007%20Dec%202024%2008:37:57%20GMT	https://static.wixstatic.com/media/99bfb4_737194435f7540b3a16dc2ce3a350ea2~mv2.png/v1/fill/w_49,h_10,al_c,q_85,usm_0.66_1.00_0.01,blur_2,enc_avif,quality_auto/logo_edited.png	C:/Users/123/Desktop/scnd/static.wixstatic.com/media/99bfb4_737194435f7540b3a16dc2ce3a350ea2_mv2.png/v1/fill/w_49,h_10,al_c,q_85,usm_0.66_1.00_0.01,blur_2,enc_avif,quality_auto/logo_edited.png	(from https://www.eazygrad.com/)
11:01:46	17154/17154	---M--	200	added ('OK')	image/png	date:Sat,%2007%20Dec%202024%2008:37:58%20GMT	https://static.wixstatic.com/media/6f3e00_b3a7e9d85d794234b4d1b52f64a7b204~mv2.png/v1/fill/w_75,h_71,al_c,q_85,usm_0.66_1.00_0.01,blur_2,enc_avif,quality_auto/Hero-Illustration.png	C:/Users/123/Desktop/scnd/static.wixstatic.com/media/6f3e00_b3a7e9d85d794234b4d1b52f64a7b204_mv2.png/v1/fill/w_75,h_71,al_c,q_85,usm_0.66_1.00_0.01,blur_2,enc_avif,quality_auto/Hero-Illustration.png	(from https://www.eazygrad.com/)
11:01:47	16388/16388	---M--	200	added ('OK')	image/png	date:Sat,%2007%20Dec%202024%2008:38:02%20GMT	https://static.wixstatic.com/media/6f3e00_00e2620d236747bebce93583f1a495dd~mv2.png/v1/fill/w_125,h_125,al_c,q_85,blur_3,enc_avif,quality_auto/Our-Exclusive-Features-1.png	C:/Users/123/Desktop/scnd/static.wixstatic.com/media/6f3e00_00e2620d236747bebce93583f1a495dd_mv2.png/v1/fill/w_125,h_125,al_c,q_85,blur_3,enc_avif,quality_auto/Our-Exclusive-Features-1.png	(from https://www.eazygrad.com/)
11:01:48	1575457/1575457	---MCZ	200	added ('OK')	text/html	etag:W/%22811a21d2782ab43e65d9eed10de2af66%22	https://www.eazygrad.com/registration	C:/Users/123/Desktop/scnd/www.eazygrad.com/registration.html	(from https://www.eazygrad.com/)
11:01:48	14461/14461	---M--	200	added ('OK')	image/png	date:Sat,%2007%20Dec%202024%2008:38:02%20GMT	https://static.wixstatic.com/media/6f3e00_b6566b228ce6415a95d4e5bc6815ce10~mv2.png/v1/fill/w_125,h_125,al_c,q_85,blur_3,enc_avif,quality_auto/Our-Exclusive-Features-2.png	C:/Users/123/Desktop/scnd/static.wixstatic.com/media/6f3e00_b6566b228ce6415a95d4e5bc6815ce10_mv2.png/v1/fill/w_125,h_125,al_c,q_85,blur_3,enc_avif,quality_auto/Our-Exclusive-Features-2.png	(from https://www.eazygrad.com/)
11:01:49	13019/13019	---M--	200	added ('OK')	image/png	date:Sat,%2007%20Dec%202024%2008:38:04%20GMT	https://static.wixstatic.com/media/6f3e00_b057eb798eb5404f8082b12ca9fda4e7~mv2.png/v1/fill/w_125,h_125,al_c,q_85,blur_3,enc_avif,quality_auto/Our-Exclusive-Features-3.png	C:/Users/123/Desktop/scnd/static.wixstatic.com/media/6f3e00_b057eb798eb5404f8082b12ca9fda4e7_mv2.png/v1/fill/w_125,h_125,al_c,q_85,blur_3,enc_avif,quality_auto/Our-Exclusive-Features-3.png	(from https://www.eazygrad.com/)
11:01:49	16673/16673	---M--	200	added ('OK')	image/png	date:Sat,%2007%20Dec%202024%2008:38:04%20GMT	https://static.wixstatic.com/media/6f3e00_337df33c2b1448158183372af07bc81c~mv2.png/v1/fill/w_95,h_73,al_c,q_85,usm_0.66_1.00_0.01,blur_2,enc_avif,quality_auto/student-01.png	C:/Users/123/Desktop/scnd/static.wixstatic.com/media/6f3e00_337df33c2b1448158183372af07bc81c_mv2.png/v1/fill/w_95,h_73,al_c,q_85,usm_0.66_1.00_0.01,blur_2,enc_avif,quality_auto/student-01.png	(from https://www.eazygrad.com/)
11:01:49	23396/23396	---M--	200	added ('OK')	image/png	date:Sat,%2007%20Dec%202024%2008:38:05%20GMT	https://static.wixstatic.com/media/6f3e00_79db0a1510e74642b1e75615e51e975d~mv2.png/v1/fill/w_200,h_150,al_c,q_85,blur_3,enc_avif,quality_auto/Purdue-University.png	C:/Users/123/Desktop/scnd/static.wixstatic.com/media/6f3e00_79db0a1510e74642b1e75615e51e975d_mv2.png/v1/fill/w_200,h_150,al_c,q_85,blur_3,enc_avif,quality_auto/Purdue-University.png	(from https://www.eazygrad.com/)
11:01:50	16487/16487	---M--	200	added ('OK')	image/png	date:Mon,%2009%20Dec%202024%2005:31:50%20GMT	https://static.wixstatic.com/media/6f3e00_e1faac80724e407b9b586e3504df58af~mv2.png/v1/fill/w_95,h_73,al_c,q_85,usm_0.66_1.00_0.01,blur_2,enc_avif,quality_auto/student-02.png	C:/Users/123/Desktop/scnd/static.wixstatic.com/media/6f3e00_e1faac80724e407b9b586e3504df58af_mv2.png/v1/fill/w_95,h_73,al_c,q_85,usm_0.66_1.00_0.01,blur_2,enc_avif,quality_auto/student-02.png	(from https://www.eazygrad.com/)
11:01:50	30941/30941	---M--	200	added ('OK')	image/png	date:Sat,%2007%20Dec%202024%2008:38:06%20GMT	https://static.wixstatic.com/media/6f3e00_cb01085f13ed4083a7a74148d43148ad~mv2.png/v1/fill/w_200,h_150,al_c,q_85,blur_3,enc_avif,quality_auto/Purdue-University.png	C:/Users/123/Desktop/scnd/static.wixstatic.com/media/6f3e00_cb01085f13ed4083a7a74148d43148ad_mv2.png/v1/fill/w_200,h_150,al_c,q_85,blur_3,enc_avif,quality_auto/Purdue-University.png	(from https://www.eazygrad.com/)
11:01:50	19022/19022	---M--	200	added ('OK')	image/png	date:Sat,%2007%20Dec%202024%2008:38:06%20GMT	https://static.wixstatic.com/media/6f3e00_9dec116045e440369a7cf8896e548b23~mv2.png/v1/fill/w_95,h_73,al_c,q_85,usm_0.66_1.00_0.01,blur_2,enc_avif,quality_auto/student-03.png	C:/Users/123/Desktop/scnd/static.wixstatic.com/media/6f3e00_9dec116045e440369a7cf8896e548b23_mv2.png/v1/fill/w_95,h_73,al_c,q_85,usm_0.66_1.00_0.01,blur_2,enc_avif,quality_auto/student-03.png	(from https://www.eazygrad.com/)
11:01:51	26463/26463	---M--	200	added ('OK')	image/png	date:Mon,%2009%20Dec%202024%2005:31:51%20GMT	https://static.wixstatic.com/media/6f3e00_7e9d6a120fb64676b51cc7d748a8d141~mv2.png/v1/fill/w_200,h_150,al_c,q_85,blur_3,enc_avif,quality_auto/university-of-southampton.png	C:/Users/123/Desktop/scnd/static.wixstatic.com/media/6f3e00_7e9d6a120fb64676b51cc7d748a8d141_mv2.png/v1/fill/w_200,h_150,al_c,q_85,blur_3,enc_avif,quality_auto/university-of-southampton.png	(from https://www.eazygrad.com/)
11:01:52	17637/17637	---M--	200	added ('OK')	image/png	date:Mon,%2009%20Dec%202024%2005:31:52%20GMT	https://static.wixstatic.com/media/6f3e00_59f4068074de45fb84b42a86849419fe~mv2.png/v1/fill/w_95,h_73,al_c,q_85,usm_0.66_1.00_0.01,blur_2,enc_avif,quality_auto/student-04.png	C:/Users/123/Desktop/scnd/static.wixstatic.com/media/6f3e00_59f4068074de45fb84b42a86849419fe_mv2.png/v1/fill/w_95,h_73,al_c,q_85,usm_0.66_1.00_0.01,blur_2,enc_avif,quality_auto/student-04.png	(from https://www.eazygrad.com/)
11:01:52	28427/28427	---M--	200	added ('OK')	image/png	date:Sat,%2007%20Dec%202024%2008:38:08%20GMT	https://static.wixstatic.com/media/6f3e00_2db2b094ce7646eca4e8e646f18c799e~mv2.png/v1/fill/w_200,h_150,al_c,q_85,blur_3,enc_avif,quality_auto/Queen-Mary-University-London.png	C:/Users/123/Desktop/scnd/static.wixstatic.com/media/6f3e00_2db2b094ce7646eca4e8e646f18c799e_mv2.png/v1/fill/w_200,h_150,al_c,q_85,blur_3,enc_avif,quality_auto/Queen-Mary-University-London.png	(from https://www.eazygrad.com/)
11:01:52	15778/15778	---M--	200	added ('OK')	image/png	date:Sat,%2007%20Dec%202024%2008:38:08%20GMT	https://static.wixstatic.com/media/6f3e00_ab3319f87e8a4aad87c65909ce8d9f14~mv2.png/v1/fill/w_95,h_73,al_c,q_85,usm_0.66_1.00_0.01,blur_2,enc_avif,quality_auto/student-05.png	C:/Users/123/Desktop/scnd/static.wixstatic.com/media/6f3e00_ab3319f87e8a4aad87c65909ce8d9f14_mv2.png/v1/fill/w_95,h_73,al_c,q_85,usm_0.66_1.00_0.01,blur_2,enc_avif,quality_auto/student-05.png	(from https://www.eazygrad.com/)
11:01:52	38812/38812	---M--	200	added ('OK')	image/png	date:Sat,%2007%20Dec%202024%2008:38:09%20GMT	https://static.wixstatic.com/media/6f3e00_32debd0ae4504f09994285cf26b9a9de~mv2.png/v1/fill/w_200,h_150,al_c,q_85,blur_3,enc_avif,quality_auto/University-College-Dublin.png	C:/Users/123/Desktop/scnd/static.wixstatic.com/media/6f3e00_32debd0ae4504f09994285cf26b9a9de_mv2.png/v1/fill/w_200,h_150,al_c,q_85,blur_3,enc_avif,quality_auto/University-College-Dublin.png	(from https://www.eazygrad.com/)
11:01:53	16415/16415	---M--	200	added ('OK')	image/png	date:Sat,%2007%20Dec%202024%2008:38:09%20GMT	https://static.wixstatic.com/media/6f3e00_cfa0f2d32aaa49aea8f54d727e9dbd4e~mv2.png/v1/fill/w_95,h_73,al_c,q_85,usm_0.66_1.00_0.01,blur_2,enc_avif,quality_auto/student-07.png	C:/Users/123/Desktop/scnd/static.wixstatic.com/media/6f3e00_cfa0f2d32aaa49aea8f54d727e9dbd4e_mv2.png/v1/fill/w_95,h_73,al_c,q_85,usm_0.66_1.00_0.01,blur_2,enc_avif,quality_auto/student-07.png	(from https://www.eazygrad.com/)
11:01:53	35540/35540	---M--	200	added ('OK')	image/png	date:Mon,%2009%20Dec%202024%2005:31:53%20GMT	https://static.wixstatic.com/media/6f3e00_31b769227f8e4ad2b5266b89bf0002e3~mv2.png/v1/fill/w_200,h_150,al_c,q_85,blur_3,enc_avif,quality_auto/pihms.png	C:/Users/123/Desktop/scnd/static.wixstatic.com/media/6f3e00_31b769227f8e4ad2b5266b89bf0002e3_mv2.png/v1/fill/w_200,h_150,al_c,q_85,blur_3,enc_avif,quality_auto/pihms.png	(from https://www.eazygrad.com/)
11:01:53	17362/17362	---M--	200	added ('OK')	image/png	date:Sat,%2007%20Dec%202024%2008:38:10%20GMT	https://static.wixstatic.com/media/6f3e00_3e0f6afe67464e5cac611ba5bd13937e~mv2.png/v1/fill/w_95,h_73,al_c,q_85,usm_0.66_1.00_0.01,blur_2,enc_avif,quality_auto/student-06.png	C:/Users/123/Desktop/scnd/static.wixstatic.com/media/6f3e00_3e0f6afe67464e5cac611ba5bd13937e_mv2.png/v1/fill/w_95,h_73,al_c,q_85,usm_0.66_1.00_0.01,blur_2,enc_avif,quality_auto/student-06.png	(from https://www.eazygrad.com/)
11:01:53	21181/21181	---M--	200	added ('OK')	image/png	date:Sat,%2007%20Dec%202024%2008:38:11%20GMT	https://static.wixstatic.com/media/6f3e00_28292d350f21472b995c030dc226b1cb~mv2.png/v1/fill/w_200,h_150,al_c,q_85,blur_3,enc_avif,quality_auto/rmit-university.png	C:/Users/123/Desktop/scnd/static.wixstatic.com/media/6f3e00_28292d350f21472b995c030dc226b1cb_mv2.png/v1/fill/w_200,h_150,al_c,q_85,blur_3,enc_avif,quality_auto/rmit-university.png	(from https://www.eazygrad.com/)
11:01:54	15782/15782	---M--	200	added ('OK')	image/png	date:Sat,%2007%20Dec%202024%2008:38:11%20GMT	https://static.wixstatic.com/media/6f3e00_977d90dccd0b45918422e46d4074e947~mv2.png/v1/fill/w_95,h_73,al_c,q_85,usm_0.66_1.00_0.01,blur_2,enc_avif,quality_auto/student-08.png	C:/Users/123/Desktop/scnd/static.wixstatic.com/media/6f3e00_977d90dccd0b45918422e46d4074e947_mv2.png/v1/fill/w_95,h_73,al_c,q_85,usm_0.66_1.00_0.01,blur_2,enc_avif,quality_auto/student-08.png	(from https://www.eazygrad.com/)
11:01:54	13626/13626	---M--	200	added ('OK')	image/png	date:Sat,%2007%20Dec%202024%2008:38:12%20GMT	https://static.wixstatic.com/media/6f3e00_f921bcd24fba4a019eaa4d237fa9446f~mv2.png/v1/fill/w_200,h_150,al_c,q_85,blur_3,enc_avif,quality_auto/humber.png	C:/Users/123/Desktop/scnd/static.wixstatic.com/media/6f3e00_f921bcd24fba4a019eaa4d237fa9446f_mv2.png/v1/fill/w_200,h_150,al_c,q_85,blur_3,enc_avif,quality_auto/humber.png	(from https://www.eazygrad.com/)
11:01:55	14931/14931	---M--	200	added ('OK')	image/png	date:Mon,%2009%20Dec%202024%2005:31:54%20GMT	https://static.wixstatic.com/media/6f3e00_0409d51995ab4570a0385c24aa215103~mv2.png/v1/fill/w_95,h_73,al_c,q_85,usm_0.66_1.00_0.01,blur_2,enc_avif,quality_auto/student-09.png	C:/Users/123/Desktop/scnd/static.wixstatic.com/media/6f3e00_0409d51995ab4570a0385c24aa215103_mv2.png/v1/fill/w_95,h_73,al_c,q_85,usm_0.66_1.00_0.01,blur_2,enc_avif,quality_auto/student-09.png	(from https://www.eazygrad.com/)
11:01:55	15048/15048	---M--	200	added ('OK')	image/png	date:Sat,%2007%20Dec%202024%2008:38:13%20GMT	https://static.wixstatic.com/media/6f3e00_51553faa2693447a8b53805bbd2f1c43~mv2.png/v1/fill/w_200,h_150,al_c,q_85,blur_3,enc_avif,quality_auto/sheridan.png	C:/Users/123/Desktop/scnd/static.wixstatic.com/media/6f3e00_51553faa2693447a8b53805bbd2f1c43_mv2.png/v1/fill/w_200,h_150,al_c,q_85,blur_3,enc_avif,quality_auto/sheridan.png	(from https://www.eazygrad.com/)
11:01:55	55579/55579	---M--	200	added ('OK')	image/png	date:Sat,%2007%20Dec%202024%2008:38:13%20GMT	https://static.wixstatic.com/media/6f3e00_6a54a2b18a0544209dfe84bbf00ed6dd~mv2.png/v1/fill/w_200,h_150,al_c,q_85,blur_3,enc_avif,quality_auto/King_s-College-London.png	C:/Users/123/Desktop/scnd/static.wixstatic.com/media/6f3e00_6a54a2b18a0544209dfe84bbf00ed6dd_mv2.png/v1/fill/w_200,h_150,al_c,q_85,blur_3,enc_avif,quality_auto/King_s-College-London.png	(from https://www.eazygrad.com/)
11:01:55	21085/21085	---M--	200	added ('OK')	image/png	date:Sat,%2007%20Dec%202024%2008:38:14%20GMT	https://static.wixstatic.com/media/6f3e00_8c4d483dd3d846279ed6c22035730d26~mv2.png/v1/fill/w_200,h_150,al_c,q_85,blur_3,enc_avif,quality_auto/University-of-Manchester.png	C:/Users/123/Desktop/scnd/static.wixstatic.com/media/6f3e00_8c4d483dd3d846279ed6c22035730d26_mv2.png/v1/fill/w_200,h_150,al_c,q_85,blur_3,enc_avif,quality_auto/University-of-Manchester.png	(from https://www.eazygrad.com/)
11:01:55	33977/33977	---M--	200	added ('OK')	image/png	date:Sat,%2007%20Dec%202024%2008:38:14%20GMT	https://static.wixstatic.com/media/6f3e00_f28a1024e7164b13bfc3cc31bcc2b183~mv2.png/v1/fill/w_200,h_150,al_c,q_85,blur_3,enc_avif,quality_auto/McGill-University.png	C:/Users/123/Desktop/scnd/static.wixstatic.com/media/6f3e00_f28a1024e7164b13bfc3cc31bcc2b183_mv2.png/v1/fill/w_200,h_150,al_c,q_85,blur_3,enc_avif,quality_auto/McGill-University.png	(from https://www.eazygrad.com/)
11:01:56	24620/24620	---M--	200	added ('OK')	image/png	date:Sat,%2007%20Dec%202024%2008:38:15%20GMT	https://static.wixstatic.com/media/6f3e00_366ae0733ebc4a33901389decb95d767~mv2.png/v1/fill/w_200,h_150,al_c,q_85,blur_3,enc_avif,quality_auto/victoria.png	C:/Users/123/Desktop/scnd/static.wixstatic.com/media/6f3e00_366ae0733ebc4a33901389decb95d767_mv2.png/v1/fill/w_200,h_150,al_c,q_85,blur_3,enc_avif,quality_auto/victoria.png	(from https://www.eazygrad.com/)
11:01:56	23565/23565	---M--	200	added ('OK')	image/png	date:Mon,%2009%20Dec%202024%2005:31:56%20GMT	https://static.wixstatic.com/media/6f3e00_2688a0c8831644a1925a3bf925f3da80~mv2.png/v1/fill/w_200,h_150,al_c,q_85,blur_3,enc_avif,quality_auto/queen.png	C:/Users/123/Desktop/scnd/static.wixstatic.com/media/6f3e00_2688a0c8831644a1925a3bf925f3da80_mv2.png/v1/fill/w_200,h_150,al_c,q_85,blur_3,enc_avif,quality_auto/queen.png	(from https://www.eazygrad.com/)
11:01:56	37810/37810	---M--	200	added ('OK')	image/png	date:Mon,%2009%20Dec%202024%2005:31:56%20GMT	https://static.wixstatic.com/media/6f3e00_0e991d9da9d24daf96564fc0548d0297~mv2.png/v1/fill/w_200,h_150,al_c,q_85,blur_3,enc_avif,quality_auto/Trinity-College-Dublin.png	C:/Users/123/Desktop/scnd/static.wixstatic.com/media/6f3e00_0e991d9da9d24daf96564fc0548d0297_mv2.png/v1/fill/w_200,h_150,al_c,q_85,blur_3,enc_avif,quality_auto/Trinity-College-Dublin.png	(from https://www.eazygrad.com/)
11:01:57	44597/44597	---M--	200	added ('OK')	image/png	date:Sat,%2007%20Dec%202024%2008:38:16%20GMT	https://static.wixstatic.com/media/6f3e00_cec83aaf31d04656a8d48a3520b4d978~mv2.png/v1/fill/w_200,h_150,al_c,q_85,blur_3,enc_avif,quality_auto/University-of-Manitoba.png	C:/Users/123/Desktop/scnd/static.wixstatic.com/media/6f3e00_cec83aaf31d04656a8d48a3520b4d978_mv2.png/v1/fill/w_200,h_150,al_c,q_85,blur_3,enc_avif,quality_auto/University-of-Manitoba.png	(from https://www.eazygrad.com/)
11:01:57	57804/57804	---M--	200	added ('OK')	image/png	date:Sat,%2007%20Dec%202024%2008:38:17%20GMT	https://static.wixstatic.com/media/6f3e00_ed51031f759a472d97822b67feecf6e2~mv2.png/v1/fill/w_200,h_150,al_c,q_85,blur_3,enc_avif,quality_auto/warwick.png	C:/Users/123/Desktop/scnd/static.wixstatic.com/media/6f3e00_ed51031f759a472d97822b67feecf6e2_mv2.png/v1/fill/w_200,h_150,al_c,q_85,blur_3,enc_avif,quality_auto/warwick.png	(from https://www.eazygrad.com/)
11:01:57	25991/25991	---M--	200	added ('OK')	image/png	date:Sat,%2007%20Dec%202024%2008:38:17%20GMT	https://static.wixstatic.com/media/6f3e00_b3bfd2925d98459da1b8581d8a80b5df~mv2.png/v1/fill/w_200,h_150,al_c,q_85,blur_3,enc_avif,quality_auto/University-of-Waterloo.png	C:/Users/123/Desktop/scnd/static.wixstatic.com/media/6f3e00_b3bfd2925d98459da1b8581d8a80b5df_mv2.png/v1/fill/w_200,h_150,al_c,q_85,blur_3,enc_avif,quality_auto/University-of-Waterloo.png	(from https://www.eazygrad.com/)
11:01:57	18696/18696	---M--	200	added ('OK')	image/png	date:Sat,%2007%20Dec%202024%2008:38:18%20GMT	https://static.wixstatic.com/media/6f3e00_75e187bb4e8f4c9cbc8d031fbb815df5~mv2.png/v1/fill/w_200,h_150,al_c,q_85,blur_3,enc_avif,quality_auto/University-of-Edinburgh.png	C:/Users/123/Desktop/scnd/static.wixstatic.com/media/6f3e00_75e187bb4e8f4c9cbc8d031fbb815df5_mv2.png/v1/fill/w_200,h_150,al_c,q_85,blur_3,enc_avif,quality_auto/University-of-Edinburgh.png	(from https://www.eazygrad.com/)
11:01:57	18821/18821	---M--	200	added ('OK')	image/png	date:Sat,%2007%20Dec%202024%2008:38:18%20GMT	https://static.wixstatic.com/media/6f3e00_ece86496c426434788add24bd2e44906~mv2.png/v1/fill/w_200,h_150,al_c,q_85,blur_3,enc_avif,quality_auto/University-of-Leeds.png	C:/Users/123/Desktop/scnd/static.wixstatic.com/media/6f3e00_ece86496c426434788add24bd2e44906_mv2.png/v1/fill/w_200,h_150,al_c,q_85,blur_3,enc_avif,quality_auto/University-of-Leeds.png	(from https://www.eazygrad.com/)
11:01:58	20363/20363	---M--	200	added ('OK')	image/png	date:Sat,%2007%20Dec%202024%2008:38:19%20GMT	https://static.wixstatic.com/media/6f3e00_e88a33e5b9414f72a06cd7957b697f57~mv2.png/v1/fill/w_200,h_150,al_c,q_85,blur_3,enc_avif,quality_auto/University-of-Bristol.png	C:/Users/123/Desktop/scnd/static.wixstatic.com/media/6f3e00_e88a33e5b9414f72a06cd7957b697f57_mv2.png/v1/fill/w_200,h_150,al_c,q_85,blur_3,enc_avif,quality_auto/University-of-Bristol.png	(from https://www.eazygrad.com/)
11:01:58	15136/15136	---M--	200	added ('OK')	image/png	date:Mon,%2009%20Dec%202024%2005:31:58%20GMT	https://static.wixstatic.com/media/6f3e00_a82d8b134b0e4ff28ae79550902b0ad7~mv2.png/v1/fill/w_200,h_150,al_c,q_85,blur_3,enc_avif,quality_auto/Arizona-State-University.png	C:/Users/123/Desktop/scnd/static.wixstatic.com/media/6f3e00_a82d8b134b0e4ff28ae79550902b0ad7_mv2.png/v1/fill/w_200,h_150,al_c,q_85,blur_3,enc_avif,quality_auto/Arizona-State-University.png	(from https://www.eazygrad.com/)
11:01:58	5419/5419	---M--	200	added ('OK')	image/png	date:Sat,%2007%20Dec%202024%2008:38:20%20GMT	https://static.wixstatic.com/media/6f3e00_fdc789d7a6284f1b9aeebd2c639d65b6~mv2.png/v1/fill/w_48,h_49,al_c,q_85,usm_0.66_1.00_0.01,blur_2,enc_avif,quality_auto/EazyAdmissions.png	C:/Users/123/Desktop/scnd/static.wixstatic.com/media/6f3e00_fdc789d7a6284f1b9aeebd2c639d65b6_mv2.png/v1/fill/w_48,h_49,al_c,q_85,usm_0.66_1.00_0.01,blur_2,enc_avif,quality_auto/EazyAdmissions.png	(from https://www.eazygrad.com/)
